subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Overall Beam Width,87,2209.8,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Ripper
Weight - Each Additional Shank,163,74,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Ripper
Maximum Penetration,19.7,500.4,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Ripper
Pry-Out Force,19600,8890.5,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Ripper
Weight - With One Shank,3606,1635.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Ripper
Maximum Penetration Force,14557,6603,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Ripper
Ramp Angle,26 degrees,26 degrees,,,D6T (Tier 4 Interim/Stage IIIB),113595,Ripper
Maximum Clearance Raised - Under Tip,20.2,513.1,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Ripper
Displacement,567,9.3,cu in,L,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Bore,4.5,114.3,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Stroke,5.9,149.9,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Engine Model,Cat C9.3 ACERT,Cat C9.3 ACERT,,,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Flywheel Power,205,152.9,hp,kw,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Net Power - Rated - Iso 9249/Sae J1349,207,154.4,hp,kw,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Net Power - Maximum - Iso 9249/Sae J1349,235,175.3,hp,kw,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Engine Power - Maximum - Iso 14396,251,187.2,hp,kw,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Engine Power - Maximum - Sae J1995,253,188.7,hp,kw,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Engine Power - Maximum - Iso 14396 (Din),254,189.5,hp,kw,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Net Power - Rated - Iso 9249/Sae J1349 (Din),209,155.9,hp,kw,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Net Power - Maximum - Iso 9249/Sae J1349 (Din),238,177.5,hp,kw,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Global Emissions,U.S. Tier 4 Interim/EU Stage IIIB/Japan MLIT Step 4,U.S. Tier 4 Interim/EU Stage IIIB/Japan MLIT Step 4,,,D6T (Tier 4 Interim/Stage IIIB),113595,Engine
Operating Weight,46158,20937,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Operational
2.0 Forward,3.2,5.2,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
3.0 Forward,5.3,8.6,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
2.0 Reverse,4.1,6.6,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
3.0 Reverse,5.3,8.6,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
1.5 Forward,2.3,3.8,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
2.5 Forward,4.1,6.6,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
1.5 Reverse,3,4.9,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
2.5 Reverse,5.2,8.4,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
Drawbar Pull - 2.0 Forward,49260,22344,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
Drawbar Pull - 3.0 Forward,26730,12124.6,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
3.5 Forward,7.1,11.5,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
3.5 Reverse,9,14.5,mph,km/h,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
Drawbar Pull - 1.5 Forward,81430,36936.1,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
Drawbar Pull - 2.5 Forward,49260,22344,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
Drawbar Pull - 3.5 Forward,26730,12124.6,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Transmission
Operating Weight - Xl A,46791,21224.1,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Xl A,39138,17752.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Operating Weight - Xl Su,46263,20984.6,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Xl Su,39138,17752.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Operating Weight - Xw A,48922,22190.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Xw A,40596,18414.1,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Operating Weight - Xw Su,48034,21787.9,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Xw Su,40596,18414.1,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Operating Weight - Xw Vpat,53170,24117.6,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Xw Vpat,45840,20792.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Operating Weight - Lgp S,50490,22901.9,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Lgp S,43664,19805.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Operating Weight - Lgp Vpat,53651,24335.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Lgp Vpat,48521,22008.8,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Lgp A,43664,19805.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Operating Weight - Lgp A,52954,24019.6,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Operating Weight - Xl Vpat,52167,23662.6,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Shipping Weight - Xl Vpat,47165,21393.7,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Weights
Cooling System,17,64.4,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Service Refill Capacities
Fuel Tank,112,424,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Service Refill Capacities
Final Drive - Each,3.6,13.7,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Service Refill Capacities
Hydraulic Tank,17.3,65.5,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Service Refill Capacities
Engine Crankcase,6.5,24.7,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Service Refill Capacities
Power Train,39.1,148.1,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Service Refill Capacities
Pivot Shaft Compartment,1.3,5,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Service Refill Capacities
Roller Frames - Each,6.6,25,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Service Refill Capacities
Brakes,Brakes meet the International Standard ISO 10265:2008.,Brakes meet the International Standard ISO 10265:2008.,,,D6T (Tier 4 Interim/Stage IIIB),113595,Standards
Rops/Fops,"ROPS meets criteria ISO 3471:1994, 2008. FOPS meets ISO 3449:1992, 2005 Level II.","ROPS meets criteria ISO 3471:1994, 2008. FOPS meets ISO 3449:1992, 2005 Level II.",,,D6T (Tier 4 Interim/Stage IIIB),113595,Standards
Cab,Meets appropriate standards as listed below.,Meets appropriate standards as listed below.,,,D6T (Tier 4 Interim/Stage IIIB),113595,Standards
Pressure Setting - Implement - Non-Vpat,3150 psi,3150 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Main Relief Valve
Pressure Setting - Implement - Vpat,3540 psi,3540 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Main Relief Valve
Steering,5800 psi,5800 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Maximum Operating Pressure
Bulldozer - Lift - Non-Vpat,2800 psi,2800 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Maximum Operating Pressure
Bulldozer - Lift - Vpat,3125 psi,3125 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Maximum Operating Pressure
Bulldozer - Tilt - Non-Vpat,2800 psi,2800 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Maximum Operating Pressure
Bulldozer - Tilt - Vpat,3125 psi,3125 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Maximum Operating Pressure
Bulldozer - Angle - Vpat,3125 psi,3125 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Maximum Operating Pressure
Ripper - Lift - Non-Vpat,2800 psi,2800 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Maximum Operating Pressure
Ripper - Lift - Vpat,3125 psi,3125 psi,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Maximum Operating Pressure
Lift Cylinder Flow,50 gal/min,50 gal/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Ripper Cylinder Flow,50 gal/min,50 gal/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Pump Output - Steering,52 gal/min,52 gal/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Pump Output - Implement,54 gal/min,54 gal/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Tilt Cylinder Flow,29 gal/min,29 gal/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Rpm At Rated Engine Speed - Fan,2135,2135,rpm,rpm,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Rpm At Rated Engine Speed - Steering,2854,2854,rpm,rpm,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Angle Cylinder Flow - Vpat,45 gal/min,45 gal/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Rpm At Rated Engine Speed - Implement,2135,2135,rpm,rpm,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Pump Output - Fan,25 gal/min,25 gal/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Hydraulic Controls - Pump
Flange Diameter,19.9,505.5,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Oil Capacity,17.8,67.4,gal,L,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Winch Model,PA56,PA56,,,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Winch And Bracket Length,47.8,1214.2,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Drum Capacity - 22 Mm (0.88 In),281,85.7,ft in,m,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Winch Drive,Mechanical,Mechanical,,,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Control,Electric,Electric,,,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Overall Width,38.4,975.4,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Drum Diameter,10,254,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Drum Width,12.4,315,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Rope Diameter - Recommended,0.9,22.4,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Cable Ferrule Size - O.D.  Length,54 mm  67 mm (2.1 in  2.6 in),54 mm  67 mm (2.1 in  2.6 in),,,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Maximum Bare Drum - Line Speed,130 ft/min,130 ft/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Maximum Full Drum - Line Speed,224 ft/min,224 ft/min,,,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Winch Case - Width,34.3,871.3,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Maximum Bare Drum - Line Pull,89800,40732.6,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Maximum Full Drum - Line Pull,76300,34609.2,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Increased Tractor Length - Lgp,14.4,365.8,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Increased Tractor Length - Xl/Xw,20.4,518.2,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Drum Capacity - 25 Mm (1.0 In),218,66.5,ft in,m,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Weight,2652,1203,lb,kg,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Winch Case - Length,35.5,901.7,in,mm,D6T (Tier 4 Interim/Stage IIIB),113595,Winch
Beam Cross Section,216 x 254 mm   8.5 x 10 in,216 x 254 mm   8.5 x 10 in,,,D6R Series 3,113596,Ripper
Number Of Pockets,3,3,,,D6R Series 3,113596,Ripper
Ripper Type,Fixed Parallelogram,Fixed Parallelogram,,,D6R Series 3,113596,Ripper
Overall Beam Width,87,2209.8,in,mm,D6R Series 3,113596,Ripper
Weight - Each Additional Shank,163,74,lb,kg,D6R Series 3,113596,Ripper
Maximum Penetration,19.7,500.4,in,mm,D6R Series 3,113596,Ripper
"Maximum Clearance Raised - Under Tip, Pinned In Bottom Hole",20.1,510.6,in,mm,D6R Series 3,113596,Ripper
Pry-Out Force,20137,9134,lb,kg,D6R Series 3,113596,Ripper
Weight - With One Shank,3606,1635.7,lb,kg,D6R Series 3,113596,Ripper
Maximum Penetration Force,14557,6603,lb,kg,D6R Series 3,113596,Ripper
Gross Power,213,158.9,hp,kw,D6R Series 3,113596,Engine
Displacement,537,8.8,cu in,L,D6R Series 3,113596,Engine
Bore,4.4,111.8,in,mm,D6R Series 3,113596,Engine
Stroke,5.9,149.9,in,mm,D6R Series 3,113596,Engine
Net Power - Iso 9249,185,138,hp,kw,D6R Series 3,113596,Engine
Net Power - Sae J1349,183,136.5,hp,kw,D6R Series 3,113596,Engine
Engine Model,Cat C9 ACERT,Cat C9 ACERT,,,D6R Series 3,113596,Engine
Flywheel Power,185,138,hp,kw,D6R Series 3,113596,Engine
Net Power - Din 70020,192 PS,192 PS,,,D6R Series 3,113596,Engine
Net Power - Caterpillar,185,138,hp,kw,D6R Series 3,113596,Engine
Net Power - Eu 80/1269,185,138,hp,kw,D6R Series 3,113596,Engine
Operating Weight,41159,18669.5,lb,kg,D6R Series 3,113596,Operational
1.0 Forward,2.3,3.8,mph,km/h,D6R Series 3,113596,Transmission
2.0 Forward,4.1,6.6,mph,km/h,D6R Series 3,113596,Transmission
3.0 Forward,7.1,11.5,mph,km/h,D6R Series 3,113596,Transmission
1.0 Reverse,3,4.9,mph,km/h,D6R Series 3,113596,Transmission
2.0 Reverse,5.2,8.4,mph,km/h,D6R Series 3,113596,Transmission
3.0 Reverse,9.1,14.7,mph,km/h,D6R Series 3,113596,Transmission
Drawbar Pull - 2.0 Forward,42000,19050.9,lb,kg,D6R Series 3,113596,Transmission
Drawbar Pull - 3.0 Forward,23000,10432.7,lb,kg,D6R Series 3,113596,Transmission
Drawbar Pull - 1.0 Forward,77000,34926.7,lb,kg,D6R Series 3,113596,Transmission
Shipping Weight,32426,14708.2,lb,kg,D6R Series 3,113596,Weights
Operating Weight - Xl A,44645,20250.7,lb,kg,D6R Series 3,113596,Weights
Shipping Weight - Xl A,36824,16703.1,lb,kg,D6R Series 3,113596,Weights
Operating Weight - Xl Su,44270,20080.6,lb,kg,D6R Series 3,113596,Weights
Shipping Weight - Xl Su,36824,16703.1,lb,kg,D6R Series 3,113596,Weights
Operating Weight - Xw A,46553,21116.1,lb,kg,D6R Series 3,113596,Weights
Shipping Weight - Xw A,38281,17364,lb,kg,D6R Series 3,113596,Weights
Operating Weight - Xw Su,45573,20671.6,lb,kg,D6R Series 3,113596,Weights
Shipping Weight - Xw Su,38281,17364,lb,kg,D6R Series 3,113596,Weights
Operating Weight - Lgp S,47874,21715.3,lb,kg,D6R Series 3,113596,Weights
Shipping Weight - Lgp S,41551,18847.3,lb,kg,D6R Series 3,113596,Weights
Shipping Weight - Std A,32426,14708.2,lb,kg,D6R Series 3,113596,Weights
Shipping Weight - Std Su,32426,14708.2,lb,kg,D6R Series 3,113596,Weights
Operating Weight - Std Su,40400,18325.2,lb,kg,D6R Series 3,113596,Weights
Operating Weight - Std A,41148,18664.5,lb,kg,D6R Series 3,113596,Weights
Cooling System,18.5,70.1,gal,L,D6R Series 3,113596,Service Refill Capacities
Fuel Tank,112,424,gal,L,D6R Series 3,113596,Service Refill Capacities
Final Drive - Each,3.6,13.7,gal,L,D6R Series 3,113596,Service Refill Capacities
Hydraulic Tank,13.6,51.5,gal,L,D6R Series 3,113596,Service Refill Capacities
Engine Crankcase,7.4,28.1,gal,L,D6R Series 3,113596,Service Refill Capacities
Power Train,38.5,145.8,gal,L,D6R Series 3,113596,Service Refill Capacities
Pivot Shaft Compartment,1.3,5,gal,L,D6R Series 3,113596,Service Refill Capacities
Roller Frames - Each,6.5,24.7,gal,L,D6R Series 3,113596,Service Refill Capacities
Brakes,Brakes meet criterion SAE J/ISO 10265 MAR99,Brakes meet criterion SAE J/ISO 10265 MAR99,,,D6R Series 3,113596,Standards
Rops/Fops,"ROPS meets criteria SAE J395, SAE 1040 MAY 94, ISO 3471-1994/FOPS meets ISO 3449-1992 Level II","ROPS meets criteria SAE J395, SAE 1040 MAY 94, ISO 3471-1994/FOPS meets ISO 3449-1992 Level II",,,D6R Series 3,113596,Standards
Cab,Meets appropriate standards as listed below.,Meets appropriate standards as listed below.,,,D6R Series 3,113596,Standards
Pressure Setting,6092 psi,6092 psi,,,D6R Series 3,113596,Hydraulic Controls - Main Relief Valve
Bulldozer,2799 psi,2799 psi,,,D6R Series 3,113596,Hydraulic Controls - Maximum Operating Pressure
Tilt Cylinder,2799 psi,2799 psi,,,D6R Series 3,113596,Hydraulic Controls - Maximum Operating Pressure
Ripper - Pitch,2799 psi,2799 psi,,,D6R Series 3,113596,Hydraulic Controls - Maximum Operating Pressure
Ripper - Lift,2799 psi,2799 psi,,,D6R Series 3,113596,Hydraulic Controls - Maximum Operating Pressure
Steering,5802 psi,5802 psi,,,D6R Series 3,113596,Hydraulic Controls - Maximum Operating Pressure
Bulldozer - Tilt,2799 psi,2799 psi,,,D6R Series 3,113596,Hydraulic Controls - Maximum Operating Pressure
Lift Cylinder Flow,50.2 gal/min,50.2 gal/min,,,D6R Series 3,113596,Hydraulic Controls - Pump
Ripper Cylinder Flow,42.3 gal/min,42.3 gal/min,,,D6R Series 3,113596,Hydraulic Controls - Pump
Tilt Cylinder Flow,21.1 gal/min,21.1 gal/min,,,D6R Series 3,113596,Hydraulic Controls - Pump
Pump Capacity,1001 psi,1001 psi,,,D6R Series 3,113596,Hydraulic Controls - Pump
Rpm At Rated Engine Speed,2125,2125,rpm,rpm,D6R Series 3,113596,Hydraulic Controls - Pump
Pump Output,57.3 gal/min,57.3 gal/min,,,D6R Series 3,113596,Hydraulic Controls - Pump
Flange Diameter,19.8,503,in,mm,D6R Series 3,113596,Winch
Oil Capacity,17.8,67.4,gal,L,D6R Series 3,113596,Winch
Winch Model,PA 56,PA 56,,,D6R Series 3,113596,Winch
Winch And Bracket Length,47.6,1209.1,in,mm,D6R Series 3,113596,Winch
Drum Capacity - 22 Mm (0.88 In),290,88.4,ft in,m,D6R Series 3,113596,Winch
Drum Diameter,10,254,in,mm,D6R Series 3,113596,Winch
Drum Width,13,330.2,in,mm,D6R Series 3,113596,Winch
Winch Case - Width,38.4,975.4,in,mm,D6R Series 3,113596,Winch
Weight*,2600,1179.4,lb,kg,D6R Series 3,113596,Winch
Increased Tractor Length - Std,20.4,518.2,in,mm,D6R Series 3,113596,Winch
Increased Tractor Length - Lgp,15.6,396.3,in,mm,D6R Series 3,113596,Winch
Drum Capacity - 29 Mm (1.13 In),220,67.1,ft in,m,D6R Series 3,113596,Winch
Ferrule Size (O.D.  Length),54 x 67 mm      2.10 x 2.63 in,54 x 67 mm      2.10 x 2.63 in,,,D6R Series 3,113596,Winch
Increased Tractor Length - Xl/Xw,20.4,518.2,in,mm,D6R Series 3,113596,Winch
Drum Capacity - 25 Mm (1.0 In),220,67.1,ft in,m,D6R Series 3,113596,Winch
Winch Case - Length,47.6,1209.1,in,mm,D6R Series 3,113596,Winch
Gross Power,228,170.1,hp,kw,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Net Power - Caterpillar,200,149.2,hp,kw,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Net Power - Iso 9249,200,149.2,hp,kw,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Net Power - Eu 80/1269,200,149.2,hp,kw,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Net Power - Sae J1349,198,147.7,hp,kw,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Bore,4.4,111.8,in,mm,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Stroke,5.9,149.9,in,mm,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Displacement,537,8.8,cu in,L,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Net Power - Din 70020,207 PS,207 PS,,,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Engine Model,Cat C9 ACERT,Cat C9 ACERT,,,D6R Series 3,113596,Engine - Xl/Xw/Lgp
Displacement,567,9.3,cu in,L,D7E WH,113588,Engine
Bore,4.5,114.3,in,mm,D7E WH,113588,Engine
Stroke,5.9,149.9,in,mm,D7E WH,113588,Engine
Engine Model,Cat C9.3 ACERT,Cat C9.3 ACERT,,,D7E WH,113588,Engine
Flywheel Power,251,187.2,hp,kw,D7E WH,113588,Engine
Note,"Rated power occurs at 1,700 rpm. Maximum power occurs at 1,600 rpm.","Rated power occurs at 1,700 rpm. Maximum power occurs at 1,600 rpm.",,,D7E WH,113588,Engine
Net Power - Rated - Iso 9249/Sae J1349,238,177.5,hp,kw,D7E WH,113588,Engine
Net Power - Maximum - Iso 9249/Sae J1349,251,187.2,hp,kw,D7E WH,113588,Engine
Engine Power - Maximum - Iso 14396,266,198.4,hp,kw,D7E WH,113588,Engine
Engine Power - Maximum - Sae J1995,270,201.4,hp,kw,D7E WH,113588,Engine
Engine Power - Maximum - Iso 14396 (Din),270,201.4,hp,kw,D7E WH,113588,Engine
Net Power - Rated - Iso 9249/Sae J1349 (Din),241,179.8,hp,kw,D7E WH,113588,Engine
Net Power - Maximum - Iso 9249/Sae J1349 (Din),254,189.5,hp,kw,D7E WH,113588,Engine
Global Emissions,Tier 4 Final/Stage IV/Korea Tier 4,Tier 4 Final/Stage IV/Korea Tier 4,,,D7E WH,113588,Engine
Drive Train Type,Electric Drive,Electric Drive,,,D7E WH,113588,Drive Train
Ac Compressor Nominal Input Voltage,320 V,320 V,,,D7E WH,113588,Drive Train
Ac Compressor Maximum Input Current,12 A,12 A,,,D7E WH,113588,Drive Train
Ac Generator And Propulsion Module Voltage,480 V,480 V,,,D7E WH,113588,Drive Train
Note,Nominal current dependent on heat/humidity loading on HVAC unit.,Nominal current dependent on heat/humidity loading on HVAC unit.,,,D7E WH,113588,Drive Train
Operating Weight,71455,32411.5,lb,kg,D7E WH,113588,Operational
Note (1),"Shipping Weight includes lubricants, coolant, ROPS/FOPS cab, standard track and 10% fuel.","Shipping Weight includes lubricants, coolant, ROPS/FOPS cab, standard track and 10% fuel.",,,D7E WH,113588,Weights
Note (2),"Operating Weight includes blade, lubricants, coolant, full fuel tank, standard track, striker box and operator.","Operating Weight includes blade, lubricants, coolant, full fuel tank, standard track, striker box and operator.",,,D7E WH,113588,Weights
Shipping Weight,59456,26968.8,lb,kg,D7E WH,113588,Weights
Operating Weight - Lgp S Wha,69478,31514.7,lb,kg,D7E WH,113588,Weights
Operating Weight - Lgp U Wha,71455,32411.5,lb,kg,D7E WH,113588,Weights
Cooling System,22.5,85.2,gal,L,D7E WH,113588,Service Refill Capacities
Fuel Tank,113.5,429.7,gal,L,D7E WH,113588,Service Refill Capacities
Def Tank,4.8,18,gal,L,D7E WH,113588,Service Refill Capacities
Final Drive - Each,7,26.5,gal,L,D7E WH,113588,Service Refill Capacities
Hydraulic Tank,20,75.8,gal,L,D7E WH,113588,Service Refill Capacities
Engine Crankcase,8,30.3,gal,L,D7E WH,113588,Service Refill Capacities
Power Train,16,60.6,gal,L,D7E WH,113588,Service Refill Capacities
Pivot Shaft Compartment,1.8,6.9,gal,L,D7E WH,113588,Service Refill Capacities
Roller Frames - Each,11,41.7,gal,L,D7E WH,113588,Service Refill Capacities
Brakes,Crawler Machine Brake Requirements meets the following criteria: ISO 10265:2008,Crawler Machine Brake Requirements meets the following criteria: ISO 10265:2008,,,D7E WH,113588,Standards
Rops,Rollover Protective Structure (ROPS) meets the following criteria: ISO 3471:2008,Rollover Protective Structure (ROPS) meets the following criteria: ISO 3471:2008,,,D7E WH,113588,Standards
Fops,Falling Object Protective Structure (FOPS) meets the following criteria: ISO 3449:2005 Level II,Falling Object Protective Structure (FOPS) meets the following criteria: ISO 3449:2005 Level II,,,D7E WH,113588,Standards
Air Conditioning,The air conditioning system on this machine contains the fluorinated greenhouse gas refrigerant R134a (Global Warming Potential = 1430). The system contains 1.2 kg of refrigerant which has a CO2 equivalent 1.716 metric tonnes.,The air conditioning system on this machine contains the fluorinated greenhouse gas refrigerant R134a (Global Warming Potential = 1430). The system contains 1.2 kg of refrigerant which has a CO2 equivalent 1.716 metric tonnes.,,,D7E WH,113588,Air Conditioning System
Beam Cross Section,216 mm  254 mm (8.5 in  10.0 in),216 mm  254 mm (8.5 in  10.0 in),,,D6N Tier 4 Interim/Stage IIIB,113591,Ripper
Number Of Pockets,3,3,,,D6N Tier 4 Interim/Stage IIIB,113591,Ripper
Maximum Penetration - Xl,20.2,513.1,in,mm,D6N Tier 4 Interim/Stage IIIB,113591,Ripper
Maximum Penetration - Lgp,15.6,396.3,in,mm,D6N Tier 4 Interim/Stage IIIB,113591,Ripper
Ripper Type,Fixed Parallelogram,Fixed Parallelogram,,,D6N Tier 4 Interim/Stage IIIB,113591,Ripper
Pocket Spacing,3.3,1,ft in,m,D6N Tier 4 Interim/Stage IIIB,113591,Ripper
